0.031, 2.47, -0.34, 10.77, 0.21, 0.15, -0.07, -9.25, -2.39, -0.19, 0.19, 0.02, 0.06, -9.44, -0.33, 1.95, 0.06, 0.03, -0.03
0.064, 2.44, -0.58, 11.17, 0.18, 0.18, -0.01, -9.66, -2.34, -0.47, 0.14, 0.06, 0.10, -9.91, -0.60, 1.86, 0.01, 0.06, -0.07
0.098, 2.29, -1.60, 12.24, 0.15, 0.17, -0.01, -10.94, -2.30, -1.47, 0.16, 0.06, 0.07, -11.16, -1.63, 1.64, 0.03, 0.03, -0.05
0.134, 2.50, -1.92, 12.20, 0.25, -0.02, -0.11, -10.49, -2.66, -1.78, 0.26, -0.02, -0.12, -10.58, -1.96, 2.06, 0.14, -0.18, 0.01
0.167, 2.74, -1.24, 9.92, 0.29, -0.10, -0.23, -8.13, -2.63, -0.82, 0.37, -0.07, -0.17, -8.12, -0.86, 2.19, 0.23, -0.20, 0.06
0.200, 2.80, 0.18, 9.39, 0.21, 0.09, -0.15, -7.95, -2.61, 0.37, 0.27, 0.02, 0.02, -8.23, 0.28, 2.32, 0.12, -0.00, -0.02
0.234, 3.14, -0.89, 10.81, 0.23, 0.15, -0.02, -9.36, -3.13, -0.83, 0.15, -0.02, 0.06, -9.56, -1.21, 2.69, 0.02, 0.01, 0.02
0.269, 3.34, -1.57, 10.36, 0.24, 0.08, -0.11, -8.68, -3.35, -1.32, 0.26, -0.01, -0.01, -8.83, -1.39, 2.82, 0.14, -0.05, -0.00
0.302, 3.06, -0.28, 9.08, 0.28, 0.11, -0.18, -7.51, -2.87, 0.10, 0.31, -0.06, 0.04, -7.46, 0.02, 2.40, 0.18, 0.01, 0.06
0.336, 2.47, 1.05, 9.02, 0.23, 0.30, -0.09, -7.58, -2.19, 1.22, 0.21, 0.01, 0.24, -7.80, 1.13, 1.91, 0.06, 0.22, -0.02
0.371, 2.08, 0.96, 10.30, 0.21, 0.44, 0.08, -8.88, -1.87, 1.06, 0.04, 0.01, 0.36, -8.96, 0.91, 1.55, -0.11, 0.34, -0.02
0.404, 2.23, 0.62, 10.90, 0.22, 0.51, 0.23, -9.50, -2.04, 0.76, -0.11, -0.00, 0.43, -9.67, 0.57, 1.65, -0.25, 0.40, -0.00
0.438, 2.05, -0.29, 11.42, 0.26, 0.53, 0.31, -10.00, -1.95, -0.15, -0.18, -0.03, 0.44, -10.21, -0.30, 1.39, -0.32, 0.41, 0.03
0.473, 1.82, -0.65, 12.39, 0.33, 0.44, 0.32, -11.00, -1.81, -0.39, -0.18, -0.13, 0.34, -11.09, -0.51, 1.26, -0.32, 0.29, 0.14
0.506, 1.78, -1.69, 12.11, 0.41, 0.27, 0.29, -10.37, -1.83, -1.77, -0.14, -0.17, 0.18, -10.52, -2.07, 1.21, -0.27, 0.13, 0.14
0.540, 1.80, -3.03, 11.57, 0.25, 0.19, 0.09, -10.08, -1.96, -2.75, 0.07, -0.03, 0.10, -10.30, -2.86, 1.27, -0.04, 0.05, 0.02
0.575, 1.66, -1.47, 11.80, 0.28, 0.08, -0.06, -10.22, -1.59, -1.22, 0.20, -0.06, -0.02, -10.25, -1.21, 0.97, 0.07, -0.07, 0.06
