0.019, 0.17, -1.57, 10.72, 0.22, 0.02, -0.19, -9.16, -0.15, -1.41, 0.33, 0.01, -0.06, -9.17, -1.49, -0.40, 0.21, -0.09, -0.01
0.053, 0.26, -0.82, 11.17, 0.29, 0.08, -0.22, -9.76, -0.16, -0.60, 0.35, -0.07, -0.01, -9.85, -0.58, -0.34, 0.21, -0.05, 0.07
0.087, 0.36, -0.94, 10.74, 0.25, 0.07, -0.16, -9.19, -0.28, -0.89, 0.30, -0.02, -0.00, -9.22, -1.02, -0.28, 0.16, -0.04, 0.02
0.121, 0.38, -1.03, 10.93, 0.28, 0.13, -0.18, -9.54, -0.28, -0.81, 0.31, -0.05, 0.05, -9.67, -0.79, -0.27, 0.18, 0.01, 0.06
0.155, 0.33, -0.63, 11.01, 0.28, 0.13, -0.14, -9.47, -0.22, -0.47, 0.27, -0.06, 0.05, -9.49, -0.57, -0.32, 0.14, 0.01, 0.05
0.189, 0.17, -0.98, 11.66, 0.24, 0.13, -0.11, -10.20, -0.14, -0.89, 0.25, -0.02, 0.04, -10.36, -1.08, -0.44, 0.12, -0.02, 0.01
0.223, 0.15, -1.36, 11.22, 0.27, 0.03, -0.16, -9.67, -0.13, -1.18, 0.31, -0.05, -0.05, -9.55, -1.17, -0.44, 0.18, -0.09, 0.06
0.256, 0.13, -0.82, 10.03, 0.34, 0.09, -0.19, -8.52, 0.04, -0.65, 0.33, -0.11, 0.01, -8.46, -0.69, -0.54, 0.19, -0.02, 0.11
0.290, -0.01, -0.45, 10.58, 0.32, 0.22, -0.16, -9.18, 0.11, -0.35, 0.29, -0.09, 0.14, -9.37, -0.38, -0.59, 0.15, 0.10, 0.08
0.325, -0.05, -0.54, 11.32, 0.28, 0.21, -0.11, -9.81, 0.10, -0.49, 0.25, -0.05, 0.12, -9.86, -0.64, -0.62, 0.11, 0.08, 0.04
0.359, -0.09, -1.12, 11.02, 0.27, 0.20, -0.14, -9.42, 0.14, -0.96, 0.28, -0.05, 0.12, -9.35, -0.98, -0.68, 0.15, 0.08, 0.04
0.392, -0.05, -0.17, 10.19, 0.30, 0.30, -0.12, -8.67, 0.21, 0.02, 0.25, -0.07, 0.22, -8.57, -0.02, -0.64, 0.11, 0.20, 0.07
0.427, 0.01, -0.13, 10.05, 0.26, 0.48, -0.03, -8.67, 0.16, -0.04, 0.16, -0.01, 0.41, -9.06, -0.07, -0.63, 0.02, 0.39, -0.01
0.461, -0.08, -1.23, 13.09, 0.11, 0.46, 0.01, -11.70, 0.04, -1.18, 0.13, 0.12, 0.36, -11.92, -1.38, -0.76, 0.01, 0.30, -0.11
0.495, -0.14, -1.06, 12.57, 0.20, 0.32, -0.12, -10.98, 0.22, -0.64, 0.25, 0.02, 0.23, -10.82, -0.38, -0.80, 0.12, 0.20, -0.01
0.529, -0.08, 0.51, 13.54, 0.17, 0.38, 0.02, -12.31, 0.34, 0.52, 0.09, 0.05, 0.29, -12.57, 0.30, -0.92, -0.06, 0.25, -0.05
0.563, -0.18, -1.70, 15.31, 0.28, 0.26, 0.09, -13.86, 0.17, -1.62, 0.05, -0.05, 0.16, -14.30, -1.58, -0.91, -0.07, 0.09, 0.02
0.597, -0.31, -1.40, 16.91, -0.02, -0.10, 0.09, -15.19, 0.17, -1.60, 0.05, 0.27, -0.23, -15.61, -1.70, -0.95, -0.08, -0.31, -0.32
0.631, -0.27, -2.69, 15.19, -0.09, -0.53, 0.02, -13.39, 0.12, -2.50, 0.15, 0.30, -0.64, -13.15, -2.48, -0.95, 0.03, -0.70, -0.32
0.666, -0.09, -0.51, 12.81, -0.11, -0.61, -0.03, -11.26, 0.28, -0.30, 0.17, 0.35, -0.70, -11.41, -0.23, -0.75, 0.02, -0.74, -0.40
0.699, -0.13, -1.41, 13.29, -0.23, -0.66, 0.08, -11.89, 0.09, -1.53, 0.07, 0.44, -0.75, -12.12, -1.80, -0.77, -0.06, -0.81, -0.48
0.733, -0.15, -2.44, 13.75, -0.00, -0.85, -0.07, -12.23, 0.02, -2.11, 0.24, 0.20, -0.95, -12.34, -2.01, -0.77, 0.11, -1.02, -0.24
0.768, -0.05, -1.19, 12.74, -0.05, -1.08, -0.13, -10.99, 0.02, -1.15, 0.29, 0.28, -1.17, -11.05, -1.19, -0.68, 0.14, -1.24, -0.34
0.801, 0.27, -0.79, 10.34, -0.26, -1.17, -0.11, -8.50, -0.21, -0.73, 0.27, 0.51, -1.24, -8.55, -0.79, -0.24, 0.13, -1.28, -0.58
0.835, 0.58, -1.26, 10.10, -0.39, -1.09, -0.08, -8.69, -0.53, -1.16, 0.24, 0.60, -1.17, -8.73, -1.25, -0.00, 0.11, -1.21, -0.64
0.869, 0.84, -1.16, 9.36, -0.18, -1.05, -0.10, -7.93, -0.77, -0.91, 0.25, 0.36, -1.12, -7.77, -0.98, 0.34, 0.11, -1.16, -0.39
0.903, 1.31, -0.55, 8.38, -0.13, -0.91, -0.04, -6.91, -1.11, -0.43, 0.18, 0.37, -0.98, -7.11, -0.55, 0.76, 0.03, -1.01, -0.42
0.936, 1.57, -2.47, 9.16, -0.25, -0.82, 0.04, -7.75, -1.63, -2.51, 0.13, 0.46, -0.90, -7.87, -2.85, 1.08, 0.01, -0.94, -0.49
0.971, 1.84, -2.38, 8.50, -0.14, -0.79, -0.12, -6.84, -1.80, -2.00, 0.28, 0.36, -0.86, -6.82, -2.02, 1.32, 0.15, -0.90, -0.39
1.005, 2.09, -1.61, 7.67, -0.18, -0.63, -0.09, -6.32, -2.00, -1.58, 0.23, 0.41, -0.69, -6.51, -1.86, 1.64, 0.10, -0.72, -0.43
1.039, 2.41, -2.42, 7.76, -0.06, -0.51, -0.13, -6.24, -2.35, -2.01, 0.28, 0.26, -0.59, -6.21, -2.04, 1.89, 0.15, -0.62, -0.27
1.073, 2.61, -0.68, 6.77, -0.00, -0.31, -0.04, -5.33, -2.36, -0.57, 0.16, 0.23, -0.37, -5.50, -0.83, 2.11, 0.01, -0.40, -0.26
1.106, 2.67, -3.10, 7.96, 0.08, -0.14, 0.05, -6.61, -2.72, -3.02, 0.10, 0.12, -0.21, -6.68, -3.31, 2.26, -0.03, -0.25, -0.12
1.140, 2.87, -2.88, 7.83, 0.32, -0.05, -0.06, -6.34, -2.80, -2.58, 0.20, -0.10, -0.12, -6.44, -2.71, 2.41, 0.06, -0.15, 0.09
1.175, 2.86, -2.95, 7.95, 0.24, 0.09, -0.05, -6.45, -2.84, -2.89, 0.18, -0.00, 0.01, -6.72, -3.14, 2.40, 0.05, -0.02, -0.01
1.209, 3.20, -4.10, 8.45, 0.32, 0.18, -0.12, -7.03, -3.21, -3.82, 0.26, -0.11, 0.11, -7.19, -3.98, 2.68, 0.14, 0.07, 0.13
1.242, 3.07, -3.24, 9.13, 0.45, 0.27, -0.20, -7.71, -2.93, -2.96, 0.33, -0.22, 0.20, -7.98, -3.06, 2.43, 0.19, 0.16, 0.22
1.277, 2.91, -4.09, 10.29, 0.29, 0.32, -0.17, -8.77, -2.94, -4.20, 0.31, -0.04, 0.23, -9.21, -4.43, 2.28, 0.19, 0.19, 0.02
1.311, 2.59, -4.35, 11.39, 0.15, 0.24, -0.28, -9.83, -2.62, -4.19, 0.42, 0.07, 0.14, -10.00, -4.35, 1.94, 0.30, 0.09, -0.06
